0,230,460
1.0771,0.3978,0.5813
0.4841,0.3165,0.3376
1.1735,0.4839,0.7819
2.3371,0.3676,0.5601
0.7187,0.3349,0.4431
0.9072,0.3937,0.3906
1.9973,0.4506,0.4067
2.7915,2.4698,0.5717
2.6997,4.5531,0.5376
1.1231,0.8886,0.5512
1.0764,0.3805,0.5409
2.0245,1.3091,0.4155
0.4213,0.3945,0.4609
0.4281,,0.4013
0.6345,,0.3744
0.5346,,
1.2416,,
3.3283,,
0.8504,,
0.3637,,
